"SAMPLING_RESULTS_ID","SAMPLING_EVENTS_ID","CUSTODY_NUMBER","PARAMETER","METHOD","NUMBER_RESULT","REPORTED_RESULT","ALPHA_RESULT","FLAG","UNITS","MDL","RDL","ANALYSIS_DATE","ANALYZED_BY","RECORD_CREATED","PARAMETERS_ID","CONTRACT_LAB_ID","SAMPLE_ID","COLLECT_DATE","REASON","ROWID"
"1904","547","20100823-PD-3","Orthophosphate","Ortho-Phosphate (as P) by EPA 365.2","0",".009","    ","J","mg/L","0.003","0.01","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{6505BDAD-8250-4661-A3A6-ED52607C8507}"
"1905","","","Orthophosphate","Ortho-Phosphate (as P) by EPA 365.2","0",".022","    ","","mg/L","0.003","0.01","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{91D0960D-E6B4-44C8-987E-9D3CDFB71063}"
"1906","","","Orthophosphate","Ortho-Phosphate (as P) by EPA 365.2","0",".009","    ","J","mg/L","0.003","0.01","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{F2F34D93-40DA-4C1A-B1C4-5E3EC7B210AD}"
"1907","","","Orthophosphate","Ortho-Phosphate (as P) by EPA 365.2","0",".044","    ","","mg/L","0.003","0.01","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{7B708DF6-29B5-4A17-A8A6-C2203C2DACF6}"
"1908","546","20100823-PD-2_dup","Orthophosphate","Ortho-Phosphate (as P) by EPA 365.2","0",".003","    ","J","mg/L","0.003","0.01","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{EF61DCCD-326E-4249-9745-A5D4D1B7BD1B}"
"1909","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","8","8.13","    ","J","mg/L","6.7","20","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{7B39E432-42A1-4182-AE09-C97F0132A6EB}"
"1910","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","0","0","    ","U","mg/L","6.7","20","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{2C81D1D4-4CB7-42C4-A534-D9CFC29B3B56}"
"1913","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","16","16.2","    ","J","mg/L","6.7","20","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{52D3056F-6F40-4534-B3BA-155CD0150041}"
"1914","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","0","0","    ","U","mg/L","6.7","20","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{2B73675E-D2EB-4ED3-9CEC-1ED307F23E93}"
"1915","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","0","0","    ","U","mg/L","6.7","20","2010-08-23 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{9D707DE2-026B-442F-8C79-423E345DB4E8}"
"1917","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0","0","    ","U","mg/L","0.028","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{C69FC220-CA57-4CD0-AE61-21742D43C193}"
"1918","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".061","    ","J","mg/L","0.028","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{9A1DF653-64E7-4544-A898-2A1C2DA60B69}"
"1921","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".03","    ","J","mg/L","0.028","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{B92934B0-AEB9-4F49-A96E-21B5E79FA2E3}"
"1922","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".043","    ","J","mg/L","0.028","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{C0CEC0EA-549F-4FB5-9566-D0BDA692400C}"
"1923","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0","0","    ","U","mg/L","0.028","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{4BB04870-9363-4347-8B5A-016C44DAFC3E}"
"1925","","","Sodium","Metals per ICP/MS by EPA 200.8","24","23.9","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{77F5AC0F-6AAF-479A-AEC1-C854FD09EF1E}"
"1926","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".1","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{A3467043-052A-4B8A-847D-CDEF95E0E28A}"
"1927","","","Potassium","Metals per ICP/MS by EPA 200.8","3","3.19","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{697C990F-3B6B-4AA3-BFC5-6EEF00EFFA5A}"
"1928","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".11","    ","J","mg/L","0.03","0.15","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{F9CD5F4B-E108-47AF-8AF7-8748E33139D0}"
"1929","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{BE23A5C8-E200-40AD-9DFF-64575A9A7F6C}"
"1930","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".004","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{9561232D-5BF0-43E5-A7F9-D203D14E4105}"
"1931","","","Sodium","Metals per ICP/MS by EPA 200.8","20","20","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{D1CCE614-194C-4D2E-B5C9-DE8C513A319E}"
"1932","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".05","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{E1EF1EB2-E88E-43D3-BE02-1D2A71FD20E9}"
"1933","","","Potassium","Metals per ICP/MS by EPA 200.8","3","3.01","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{FD2C26F1-CBF4-4EA2-BB98-2155F77EF287}"
"1934","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".1","    ","J","mg/L","0.03","0.15","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{33278489-E8F0-4D0E-A8DE-46AF92D3BD15}"
"1935","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{63E04934-D41D-48E8-82D4-D21F6557D11A}"
"1936","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".016","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{364152AB-DDD9-404D-BA4B-2F676FB1E95F}"
"1937","545","20100823-PD-2","Sodium","Metals per ICP/MS by EPA 200.8","19","19.4","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{FBBF3C8E-14FA-49E6-90C4-203025A09896}"
"1938","545","20100823-PD-2","Aluminum","Metals per ICP/MS by EPA 200.8","0",".071","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{943A29ED-D526-4932-B661-B5D11D398E90}"
"1939","545","20100823-PD-2","Potassium","Metals per ICP/MS by EPA 200.8","3","2.83","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{018FBD04-D461-4787-9667-2C2E7DDFE088}"
"1942","545","20100823-PD-2","Zinc","Metals per ICP/MS by EPA 200.8","0",".005","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{749B9FD7-F223-48E4-9859-2EBB4B960D13}"
"1943","547","20100823-PD-3","Sodium","Metals per ICP/MS by EPA 200.8","24","23.9","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{C5CDE64A-4CF0-4AEC-B602-528EAB4D1101}"
"1944","547","20100823-PD-3","Aluminum","Metals per ICP/MS by EPA 200.8","0",".013","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{4E7177FB-AC3B-4EF0-85D7-0B8813D6DC7D}"
"1945","547","20100823-PD-3","Potassium","Metals per ICP/MS by EPA 200.8","3","2.95","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{1844B072-B195-4B1A-81EC-691E98D473EE}"
"1948","547","20100823-PD-3","Zinc","Metals per ICP/MS by EPA 200.8","0",".004","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{F912ABA4-5C34-4BD8-A28F-5AA2114BA1ED}"
"1949","","","Sodium","Metals per ICP/MS by EPA 200.8","16","15.5","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{0A3DCF14-8E9E-4E2C-9BC7-7DA153C7662D}"
"1950","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".059","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{2C9B295E-9298-48DC-BBB4-32BF41551C02}"
"1951","","","Potassium","Metals per ICP/MS by EPA 200.8","4","3.61","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{6D70BD04-8FE2-4FF0-9F73-E462A188C981}"
"1952","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".1","    ","J","mg/L","0.03","0.15","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{18F1B6B6-795C-40A5-80F7-7806CFBD8475}"
"1953","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{2FAB2F16-09EE-4D85-B845-BA90DCCC58DD}"
"1954","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".014","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{CBE34FC2-B102-4D6C-8B74-C3286628B51C}"
"1955","","","Sodium","Metals per ICP/MS by EPA 200.8","34","34.4","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{743BD45E-BD23-4E09-904A-000D6B4E79C1}"
"1956","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".02","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{769F7D64-E331-4906-B740-5F67AE1E87B7}"
"1957","","","Potassium","Metals per ICP/MS by EPA 200.8","4","4.14","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{AF3B4AF7-B610-450E-A2BD-1162080DA1A4}"
"1958","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".09","    ","J","mg/L","0.03","0.15","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{9A543877-A8B9-4227-BE09-B0DFAF10E7EB}"
"1959","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{5D0BF386-1C3B-48FD-83BD-36B8E15A916C}"
"1960","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".002","    ","J","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{BDC67492-2FBA-4487-8E59-99A3F4EDA49D}"
"1961","","","Sodium","Metals per ICP/MS by EPA 200.8","47","47","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{C95CC147-53A0-4B79-8383-328395B1EF7E}"
"1962","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".027","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{26534E30-12BD-449B-9351-EDBDDFBE39E4}"
"1963","","","Potassium","Metals per ICP/MS by EPA 200.8","5","5.02","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{B5B782CC-C190-4E04-A3FD-A550C943A34B}"
"1964","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".08","    ","J","mg/L","0.03","0.15","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{B8A19000-ED35-46D2-9E01-91BA9D6BD993}"
"1965","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{FC2C0F0C-82C6-4388-8981-C1242E749F87}"
"1966","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".01","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{299E624E-F36D-4D6A-8C66-CDEC30F85BE1}"
"1967","546","20100823-PD-2_dup","Sodium","Metals per ICP/MS by EPA 200.8","18","17.9","    ","","mg/L","0.2","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{74A0BACA-1C98-407D-8076-FE0A304D83F6}"
"1968","546","20100823-PD-2_dup","Aluminum","Metals per ICP/MS by EPA 200.8","0",".01","    ","","mg/L","0.01","0.01","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{1BF679A2-75ED-4E7E-88CB-568531956FC3}"
"1969","546","20100823-PD-2_dup","Potassium","Metals per ICP/MS by EPA 200.8","3","2.61","    ","","mg/L","0.1","0.5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{7EB056F3-56AF-4D4D-BA24-100489968971}"
"1972","546","20100823-PD-2_dup","Zinc","Metals per ICP/MS by EPA 200.8","0",".003","    ","","mg/L","0.001","0.003","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{7B464623-F8F6-4919-9EE9-0450908565F0}"
"1973","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".349","    ","","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{FD39E2E3-A1A6-4CF8-A360-CC4670294119}"
"1974","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".133","    ","","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{15BDAF2D-5E3A-4151-94B8-55183E13AD18}"
"1975","545","20100823-PD-2","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".353","    ","","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{BF36C8C2-7119-4E77-BC21-713C9B52B274}"
"1976","547","20100823-PD-3","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0","0","    ","U","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{C9329004-827F-4BB7-8CDC-BDB8F0572653}"
"1977","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".154","    ","","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{FA74C125-8A3A-4A46-8C67-9C5957DFDC89}"
"1978","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".198","    ","","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{4536FD3B-7913-4989-B58C-D6FF13C224C9}"
"1979","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".13","    ","","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{512F8224-21D2-4BA5-B559-ECDBC0ADB60C}"
"1980","546","20100823-PD-2_dup","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0","0","    ","U","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{12452FB0-B055-4EFC-9413-853F96076D1F}"
"1981","","","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".476","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{AAB4F778-E9D8-4F72-8C0E-4AFB38D212D7}"
"1982","","","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".355","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{4F2D6F0B-33D5-4A5C-BD22-800D78239E47}"
"1983","545","20100823-PD-2","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".312","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{79C7A7F3-318A-40C9-8D50-83DA89F62DC4}"
"1984","547","20100823-PD-3","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".331","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{4B0473E5-531A-4EA4-82A2-FCCA001D9638}"
"1985","","","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","1",".7","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{28477E66-D6D5-4CFC-A409-843059703186}"
"1986","","","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".241","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{B9324448-0790-41D6-966B-43F1D5060325}"
"1987","","","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".407","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{E27341E5-86D7-466A-88C7-EC3DCE7C28D8}"
"1988","546","20100823-PD-2_dup","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","0",".267","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{587FEDF7-3E6F-4EEF-A018-DD447D6B621B}"
"1989","547","20100823-PD-3","BOD, Biological Oxygen","BOD by SM5210B","3","2.8","    ","","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","woo a","2010-08-23 00:00:00","No Matching Sample ID","{690CD3F5-D51E-44DB-AB73-C954581C6CD2}"
"1990","","","BOD, Biological Oxygen","BOD by SM5210B","2","2.43","    ","","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{C0C7CB8E-EB0C-4C26-BEC6-02DD908535DA}"
"1991","","","BOD, Biological Oxygen","BOD by SM5210B","0","0","    ","U","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{CB5481F3-34CC-44DD-925D-D02122A7903A}"
"1992","","","BOD, Biological Oxygen","BOD by SM5210B","0","0","    ","U","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{A4EAD476-526A-45B5-BA0C-7BE353AA797A}"
"1993","546","20100823-PD-2_dup","BOD, Biological Oxygen","BOD by SM5210B","2","2.36","    ","","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b dup","2010-08-23 00:00:00","No Matching Sample ID","{4E5E23CC-59F0-4807-AFE3-F09B3772CD97}"
"1994","","","BOD, Biological Oxygen","BOD by SM5210B","2","1.71","    ","J","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{B01E9BBF-39B5-486D-B0AF-E33117262926}"
"1995","","","BOD, Biological Oxygen","BOD by SM5210B","0","0","    ","U","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{8125B047-7961-4BB3-A6C8-FD1A56E07C0B}"
"1996","545","20100823-PD-2","BOD, Biological Oxygen","BOD by SM5210B","0","0","    ","U","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric b","2010-08-23 00:00:00","No Matching Sample ID","{4B577F1E-F694-4DD2-AC4C-5D2C93EDC33E}"
"1997","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".021","    ","","mg/L","0.006","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{4F3B4B0A-0CA9-4BD6-910D-F381744ED5B4}"
"1998","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".19","    ","","mg/L","0.006","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{EB5AD2D6-D31D-4A7D-A0BE-6E16A97BA6A3}"
"2001","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".034","    ","","mg/L","0.006","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","CRO A","2010-08-23 00:00:00","No Matching Sample ID","{367E0221-6E4B-4FA9-BC44-E4AD6384AC84}"
"2002","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".022","    ","","mg/L","0.006","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV D","2010-08-23 00:00:00","No Matching Sample ID","{EFD97D75-F91A-4995-9A47-90519F93E636}"
"2003","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".032","    ","","mg/L","0.006","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV E","2010-08-23 00:00:00","No Matching Sample ID","{7663CD6A-1FBF-450D-A51F-7735B2E5C247}"
"2005","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0",".056","    ","J","mg/L","0.043","0.1","2010-08-24 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","FIV C","2010-08-23 00:00:00","No Matching Sample ID","{74C428BD-658F-4CA9-AA9E-6F57BD03CD37}"
"2006","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0",".208","    ","","mg/L","0.043","0.1","2010-08-24 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","RIC A","2010-08-23 00:00:00","No Matching Sample ID","{E6A1F973-3C60-4928-B80A-3CBF9981DDDB}"
