"SAMPLING_RESULTS_ID","SAMPLING_EVENTS_ID","CUSTODY_NUMBER","PARAMETER","METHOD","NUMBER_RESULT","REPORTED_RESULT","ALPHA_RESULT","FLAG","UNITS","MDL","RDL","ANALYSIS_DATE","ANALYZED_BY","RECORD_CREATED","PARAMETERS_ID","CONTRACT_LAB_ID","SAMPLE_ID","COLLECT_DATE","REASON","ROWID"
"2641","","","MCPA ","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","11.2","211","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{6AB8E7B3-E752-4E7E-8ACA-F5803BB7A994}"
"2642","","","Dichloroprop","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.08","0.526","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{A7D7AA47-2079-437B-9965-4D8FEBA9200C}"
"2643","","","2,4-D","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.055","0.526","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{2A024D7E-39C5-4882-9E63-3D6E74B775DE}"
"2644","","","Pentachlorophenol","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.081","0.526","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{BF08BCF6-5902-46C7-9752-0729D8DB1895}"
"2645","","","2,4,5-Tp","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.098","0.526","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{AB32ADDC-CE3E-4FC2-919F-866671FBA554}"
"2646","","","2,4,5-T","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.241","0.526","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{C6481C79-D585-4101-B9B6-A02AB6BA0337}"
"2647","","","2,4-Db","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.169","0.526","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{56F281D8-BEAB-4B7C-9DA9-16E98B762E1E}"
"2648","","","Sodium","Metals per ICP/MS by EPA 200.8","124","124","    ","D","mg/L","4","10","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{A803C874-3B9B-4D50-AC53-D296C081D2D9}"
"2649","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".061","    ","","mg/L","0.01","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{EF789FC8-DDCB-4CB1-8DF9-D2256C5FDEBC}"
"2650","","","Potassium","Metals per ICP/MS by EPA 200.8","5","4.68","    ","","mg/L","0.1","0.5","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{80A26DD4-E8B4-46B1-AF69-C2D3D28708B6}"
"2651","","","Chromium","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.001","0.003","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{523A19CB-5576-4308-BC07-EEAE63CB9DDA}"
"2652","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".28","    ","","mg/L","0.03","0.15","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{B9F1046B-3F5B-4D9B-93AD-D0599B7F7242}"
"2653","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{A5F5323B-6AFE-4765-B4DB-4644F212F86E}"
"2654","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".014","    ","","mg/L","0.001","0.003","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{8FD4FD47-01FD-40E7-B248-586E9B17CF48}"
"2655","","","Beta-BHC","Organochlorine Pesticides by SW-846 8081A","0",".0043","    ","J","ug/L","0.0012","0.02","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{641EB7A4-1EE4-4487-B464-FE082192958D}"
"2656","","","Heptachlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0012","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{73E8896F-6D4B-469F-9BE7-731807131563}"
"2657","","","Heptachlor Epoxide","Organochlorine Pesticides by SW-846 8081A","0",".0061","    ","J","ug/L","0.0003","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{7C7EC503-C9B2-4AEA-990F-D18307529BDF}"
"2658","","","Alpha-Chlordane","Organochlorine Pesticides by SW-846 8081A","0",".0055","    ","J","ug/L","0.0012","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{2060B025-B63F-44A7-994C-500738404B24}"
"2659","","","Chlorobenzilate","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.002","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{D7D25B82-BCE3-4C90-959A-0E218AEB8E2B}"
"2660","","","Endrin","Organochlorine Pesticides by SW-846 8081A","0",".0028","    ","J","ug/L","0.0007","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{8F9AC600-46FA-46A6-A95C-3F605016FABA}"
"2661","","","Endosulfan II","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0013","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{C36FDEFA-3E5C-474B-A1AA-EE3D7C168791}"
"2662","","","4,4-DDT","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0006","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{74BC78D5-701C-4592-8ACF-9385EDE4E4D6}"
"2663","","","Endrin Aldehyde","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0007","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{06C24D7E-C77E-4345-9D4C-DAC3CF3CC3D3}"
"2664","","","Methoxychlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0015","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{72C37917-EF28-41DC-A620-43210D496D12}"
"2665","","","Endosulfan Sulfate","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0003","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{33EA94AA-FD07-44AA-8C34-162C764FC470}"
"2666","","","Endrin Ketone","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.001","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{399FD0E8-43BD-4297-8F73-93A7E48026D5}"
"2667","","","Alpha-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0009","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{093631C1-62F8-4996-BB0D-C7928BA36D52}"
"2668","","","Gamma-BHC (Lindane)","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0006","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{2B43BA87-5636-4CAE-A69C-FD4C04952EDC}"
"2669","","","Delta-BHC","Organochlorine Pesticides by SW-846 8081A","0",".0009","    ","J","ug/L","0.0009","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{9540DD4E-12E2-478C-B710-62228FD6698F}"
"2670","","","Alachlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0014","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{F2DFA304-C808-46FB-9B86-033240F86CD0}"
"2671","","","Aldrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0014","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{F2013074-A9C5-4ED0-88AD-DD96C6AD8B3C}"
"2672","","","Isodrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.001","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{632355AE-2652-4DEE-9932-2D160A6F6195}"
"2673","","","Gamma-Chlordane","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0013","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{240590BF-13C7-4A60-BB0C-97FD767BD04B}"
"2674","","","Endosulfan I","Organochlorine Pesticides by SW-846 8081A","0",".008","    ","J","ug/L","0.001","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{EF205D5F-30BF-41B6-A03E-6E08A6572832}"
"2675","","","4,4-DDE","Organochlorine Pesticides by SW-846 8081A","0",".001","    ","J","ug/L","0.0004","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{5FB844B7-7AC6-4085-AD7C-97E1E08CC64D}"
"2676","","","Dieldrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0011","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{E65B2CA6-DB26-4E71-84E8-F8D10D94C8B8}"
"2677","","","4,4-DDD","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0005","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{3A2DA597-C0EE-4262-A558-4887F895FF67}"
"2678","","","Chlordane","Organochlorine Pesticides by SW-846 8081A","0",".326","    ","J","ug/L","0.0063","1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","ric a dup","2010-08-24 00:00:00","No Matching Sample ID","{02E1D9A9-31E5-46E8-AE17-C257EF0A4270}"
"2679","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","0","0","    ","U","mg/L","6.7","20","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{D5F73753-34F3-4277-BF46-822F5A04163B}"
"2680","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".1","    ","","mg/L","0.028","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{580AAD0F-7FE0-4F73-94EC-156B405F9CBC}"
"2681","","","Orthophosphate","Ortho-Phosphate (as P) by EPA 365.2","0",".057","    ","","mg/L","0.003","0.01","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{4EF85F57-0B52-484A-8315-EAC5275D1F9D}"
"2682","","","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A","0","0","    "," ","%","1.16","5","2010-08-26 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{32FCBF27-6399-4792-99AB-CB8B3FEFFE5B}"
"2683","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0","0","    ","U","mg/L","0.079","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{69298804-3525-4A50-8308-FC4D34A68FCD}"
"2684","","","Nitrogen, Total Kjeldahl","Nitrogen, Kjeldahl, Total (Potentiometric)","1",".586","    ","","mg/L","0.05","0.1","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{7D97E470-BFF9-4B3F-8284-BF40629F357E}"
"2685","","","Biochemical Oxygen Demand, 5 day","BOD by SM5210B","4","3.74","    ","","mg/L","1.5","2","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{65751389-5421-4339-9523-85A09FC8EF06}"
"2686","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".082","    ","K","mg/L","0.006","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{7F16DF48-F309-4990-9256-77F7FD24323A}"
"2687","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0",".177","    ","","mg/L","0.043","0.1","2010-08-25 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{BB475044-02E9-423F-B92A-4E947312A2FE}"
"2688","","","Atrazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.174","0.5","2010-08-29 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{104B5874-EA63-4939-B3A3-096F9C018FA9}"
"2689","","","Simazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.058","0.5","2010-08-29 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{979C1C36-3BE6-43C1-A464-A78EAFDD5FA1}"
"2690","","","Dalapon","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.119","1.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{CB8F8656-611B-49C9-B745-F5665B007FC4}"
"2691","","","Dicamba","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.093","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{A0F19763-78AF-43B5-BAA6-18FA1FE42DCE}"
"2692","","","MCPP","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","12.3","220","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{1E7A468C-EEA6-4902-8421-FE7A7DAD4DB9}"
"2693","","","MCPA ","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","11.7","220","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{C3D01F18-E235-454D-BAFE-73CC8151AF45}"
"2694","","","Dichloroprop","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.084","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{F6ECCAB3-F79C-420F-AC05-33D5B5514D0C}"
"2695","","","2,4-D","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.057","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{9610547F-6E9F-465F-BD1D-10C9735B7BD8}"
"2696","","","Pentachlorophenol","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.085","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{8D51359B-34C8-4259-A8A1-99FB4AE86A8B}"
"2697","","","2,4,5-Tp","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.102","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{B13B559F-1624-4B60-BB66-76023A3CE4C9}"
"2698","","","2,4,5-T","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.252","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{29F120D7-890C-44B6-9EAF-6BD05246EE46}"
"2699","","","2,4-Db","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.177","0.549","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{519B8DF2-7004-449E-9E23-78FE66FB616E}"
"2700","","","Sodium","Metals per ICP/MS by EPA 200.8","119","119","    ","D","mg/L","4","10","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{0138CC62-01F7-40CE-AC60-07DEA19FC869}"
"2701","","","Aluminum","Metals per ICP/MS by EPA 200.8","0",".021","    ","","mg/L","0.01","0.01","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{9672AAB7-202D-4AF4-8265-D7EDCC96DEBF}"
"2702","","","Potassium","Metals per ICP/MS by EPA 200.8","4","4.21","    ","","mg/L","0.1","0.5","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{DF2FB27C-279B-4F99-A5F5-DC04D5CC108F}"
"2703","","","Chromium","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.001","0.003","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{ECC1565F-31EA-4FB7-8F60-A448B8B68013}"
"2704","","","Iron, Fe","Metals per ICP/MS by EPA 200.8","0",".21","    ","","mg/L","0.03","0.15","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{FD9A131A-CFFC-47CD-8749-9B10B32A2629}"
"2705","","","Copper, Cu","Metals per ICP/MS by EPA 200.8","0","0","    ","U","mg/L","0.002","0.003","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{EDB70195-49E6-44C2-BC4D-F5A76DAF38FB}"
"2706","","","Zinc","Metals per ICP/MS by EPA 200.8","0",".008","    ","","mg/L","0.001","0.003","2010-08-27 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{440CA3A9-DAAC-4DDC-99FE-ADE85629DF4C}"
"2707","","","Delta-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0009","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{0FDF1DF6-9D66-43EB-9370-87F7063316A3}"
"2708","","","Heptachlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0012","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{FB4EA109-B91F-46FD-8542-57E82C3E9553}"
"2709","","","Heptachlor Epoxide","Organochlorine Pesticides by SW-846 8081A","0",".0098","    ","J","ug/L","0.0003","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{895FC450-3ADA-4F5D-86E0-8410AFDDD259}"
"2710","","","Alpha-Chlordane","Organochlorine Pesticides by SW-846 8081A","0",".0061","    ","J","ug/L","0.0012","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{CA226679-6151-48C0-8C33-50E9A9C0525F}"
"2711","","","4,4-DDE","Organochlorine Pesticides by SW-846 8081A","0",".0008","    ","J","ug/L","0.0004","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{8498424A-0FBE-41FE-81B4-CDB72D290EBC}"
"2712","","","Dieldrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0011","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{36EA6A4C-87D0-41CF-8F3F-47D3427F6746}"
"2713","","","Chlorobenzilate","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.002","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{435B7981-66E4-45EC-A5DB-3EE5706EC441}"
"2714","","","Endrin","Organochlorine Pesticides by SW-846 8081A","0",".0089","    ","J","ug/L","0.0007","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{90A727F6-17EB-4F7D-8CB1-A159EF247CCE}"
"2715","","","Endosulfan II","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0013","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{89B41E3A-6EF8-468B-93A1-601FB97AC3F8}"
"2716","","","4,4-DDT","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0006","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{DEF2A6A1-D792-475E-9E5D-8D466A2C5F62}"
"2717","","","Endrin Aldehyde","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0007","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{7F2015E4-F978-464D-A13B-22B1DD4DCFE3}"
"2718","","","Methoxychlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0015","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{C320CF44-6D2E-4B6C-9107-18896487BA89}"
"2719","","","Endosulfan Sulfate","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0003","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{4F258DB7-6D0E-4E1B-99C5-69EE3FB52195}"
"2720","","","Endrin Ketone","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.001","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{DF2813EC-4CBF-47A3-BFB5-7910814AA285}"
"2721","","","Alpha-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0009","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{F7CF1B2D-AFC1-48CC-86C9-73418DDC86C2}"
"2722","","","Gamma-BHC (Lindane)","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0006","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{E9FA7676-5650-46E1-AD2A-BBAEB4EC2D01}"
"2723","","","Beta-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0012","0.02","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{0D1B752A-F8D0-41FA-9A0A-01BD991787FC}"
"2724","","","Alachlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0014","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{22C9B06D-80E1-4870-BB87-7D75E6F7B7C8}"
"2725","","","Aldrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0014","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{EC73772B-093B-455F-A0F0-BF6413820913}"
"2726","","","Isodrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.001","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{A2C6E4BA-2634-4709-8FAF-4AD0E654BF2C}"
"2727","","","Gamma-Chlordane","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0013","0.05","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{7BA215C3-4E95-4775-80EE-096C8EEF77D0}"
"2728","","","Endosulfan I","Organochlorine Pesticides by SW-846 8081A","0",".0092","    ","J","ug/L","0.001","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{799ACB94-6F7E-43C1-A1D2-6456A07C2EDC}"
"2729","","","4,4-DDD","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0005","0.1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{6C247BD6-9D5B-459B-8298-CD0221A56308}"
"2730","","","Chlordane","Organochlorine Pesticides by SW-846 8081A","1",".732","    ","J","ug/L","0.0063","1","2010-08-30 00:00:00","paul.white","2010-12-15 00:00:00","","Xenco","rib a","2010-08-24 00:00:00","No Matching Sample ID","{DD80DCA7-9660-4884-9632-894336E43D4A}"
