"SAMPLING_RESULTS_ID","SAMPLING_EVENTS_ID","CUSTODY_NUMBER","PARAMETER","METHOD","NUMBER_RESULT","REPORTED_RESULT","ALPHA_RESULT","FLAG","UNITS","MDL","RDL","ANALYSIS_DATE","ANALYZED_BY","RECORD_CREATED","PARAMETERS_ID","CONTRACT_LAB_ID","ROWID"
"5709","295","20100330-PD-5","2,4,5-T","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.26","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8450","XENCO","{28C9380A-32AB-4054-8096-02E28EF06423}"
"5710","295","20100330-PD-5","2,4,5-Tp","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.106","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8451","XENCO","{FE074024-62F0-41AC-8844-41C55A2FFE6F}"
"5711","295","20100330-PD-5","2,4-Dichlorophenoxyacetic acid (2,4-D)","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.059","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8452","XENCO","{B98B581F-7012-44BF-90BE-2AE8A9AF2988}"
"5712","295","20100330-PD-5","2,4-DB","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.183","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8453","XENCO","{7391A9B0-05D3-41FD-AAFD-F8ADF4D2B136}"
"5714","295","20100330-PD-5","Dalapon","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.123","1.14","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8455","XENCO","{F9C9A9A3-51C4-4529-9BAB-E356523BFB11}"
"5715","295","20100330-PD-5","Dicamba","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.097","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8456","XENCO","{0481DBED-B231-4A4D-B6B2-11389A80E334}"
"5716","295","20100330-PD-5","Dichloroprop","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.086","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8457","XENCO","{17B405FA-5DD7-4117-B237-F0D2F1B64CA0}"
"5717","295","20100330-PD-5","MCPA","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","12.1","227","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8458","XENCO","{5CD50470-01D9-47E6-A265-13FF806E57F2}"
"5718","295","20100330-PD-5","MCPP","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","12.8","227","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8459","XENCO","{A5CF8A79-4152-475D-98FC-67D5CDA731D2}"
"5719","295","20100330-PD-5","Pentachlorophenol(PCP)","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.088","0.568","2010-04-03 00:00:00","paul.white","2010-10-27 00:00:00","8460","XENCO","{B9AE90FC-8A10-4CEC-B956-8DBC66158CFC}"
"5721","295","20100330-PD-5","P-Ortho","Ortho-Phosphate (as P) by EPA 365.2",".00000","0","    ","U","mg/L","0.003","1","2010-03-30 00:00:00","paul.white","2010-10-27 00:00:00","8461","XENCO","{622120BE-F78D-45DD-AB78-A851C3321053}"
"5722","295","20100330-PD-5","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3",".29300",".293","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4317","XENCO","{7B352A23-0B06-4E75-985D-209918690843}"
"5723","295","20100330-PD-5","Total Phosphorus","Total Phosphorus (as P) by EPA 365.2",".00000","0","    ","U","mg/L","0.006","0.01","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4318","XENCO","{CE14F238-9606-483F-AC2E-4269B4C8E247}"
"5724","295","20100330-PD-5","COD, Chemical Oxygen Demand","COD by EPA 410.4","32.40000","32.4","    ","","mg/L","6.7","20","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4322","XENCO","{01E4A9EE-7D1D-4403-A9A2-F656F792D456}"
"5725","295","20100330-PD-5","Ammonia","Nitrogen, Ammonia by EPA 350.3",".51300",".513","    ","","mg/L","0.079","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4316","XENCO","{C461958F-1B88-4ADA-9B29-DAF3337E145D}"
"5726","295","20100330-PD-5","TKN, Nitrogen, Kjeldalh, Total ","Nitrogen, Kjeldahl, Total (Potentiometric)","1.51000","1.51","    ","","mg/L","0.05","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","8462","XENCO","{DB75A286-50AB-4523-B350-F3C30D169D37}"
"5727","295","20100330-PD-5","BOD, Biological Oxygen Demand","BOD by SM5210B","17.10000","17.1","    ","","mg/L","1.5","2","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8463","XENCO","{E171EB43-7B71-455A-8C03-DC854CD7DB56}"
"5728","295","20100330-PD-5","Atrazine","Organophosphorus Pesticides by SW846 8141A",".00000","0","    ","U","ug/L","0.174","0.5","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8464","XENCO","{F35DFB9E-9B48-4062-98EC-071327EB99BC}"
"5729","295","20100330-PD-5","Simazine","Organophosphorus Pesticides by SW846 8141A",".00000","0","    ","U","ug/L","0.058","0.5","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8465","XENCO","{2D605789-7F6B-4C16-A35A-B9A36417142A}"
"5730","295","20100330-PD-5","Tributyl Phosphate","Organophosphorus Pesticides by SW846 8141A","1.58000","1.58","    "," ","%","0","","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8466","XENCO","{17B55408-8FEE-4F0F-93EB-365E698F5320}"
"5731","295","20100330-PD-5","Triphenylphosphate","Organophosphorus Pesticides by SW846 8141A","1.69000","1.69","    "," ","%","0","","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8467","XENCO","{2052174E-AD35-49C8-8113-F802706DACA4}"
"5732","292","20100330-PD-2","MBAS Surfactants","MBAS Surfactants by SM5540C",".08800",".088","    ","J","mg/L","0.043","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4270","XENCO","{CBEE0385-56C9-445A-A078-C1E187B38595}"
"5733","292","20100330-PD-2","4,4-DDD","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0005","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8468","XENCO","{B5EBDF76-407C-4F0F-868D-00A645855324}"
"5734","292","20100330-PD-2","4,4-DDE","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0004","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8469","XENCO","{09BBC3A5-E014-4CC6-8EB3-BA366D4D1FEB}"
"5735","292","20100330-PD-2","4,4-DDT","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8470","XENCO","{CD592547-7EC5-4162-9BDF-8D502E8E8B8B}"
"5736","292","20100330-PD-2","Alachlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8471","XENCO","{63C9C5D2-AF92-4FA7-85A3-DD5E712E45E3}"
"5737","292","20100330-PD-2","Aldrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8472","XENCO","{9CD8775C-CCC3-4CCF-A853-2C5D78F1D09A}"
"5738","292","20100330-PD-2","Alpha(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8473","XENCO","{1A2F45FA-AB0D-4014-B65E-69A80DA2F136}"
"5739","292","20100330-PD-2","Alpha(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8474","XENCO","{A8777542-05E9-47FE-BCD8-3A287648E8B3}"
"5740","292","20100330-PD-2","Beta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.02","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8475","XENCO","{0B0792B0-6E63-4CDA-912F-07BBA1439EB6}"
"5741","292","20100330-PD-2","Chlordane","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0063","1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8476","XENCO","{6D7FDF44-55D8-4C45-9E2F-194C24F9357C}"
"5742","292","20100330-PD-2","Chlorobenzilate","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.002","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8477","XENCO","{B2C42C73-C1AB-47B1-8AB6-D1F057C9D835}"
"5743","292","20100330-PD-2","Decachlorobiphenyl","Organochlorine Pesticides by SW-846 8081A",".10700",".107","    "," ","%","0","","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8478","XENCO","{2DFF8585-33C4-4AC9-8C0F-2E973EF63FF8}"
"5744","292","20100330-PD-2","Delta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8479","XENCO","{03F41D7A-3CA4-4AB2-88C2-BE2C46ABC288}"
"5745","292","20100330-PD-2","Dieldrin","Organochlorine Pesticides by SW-846 8081A",".00310",".0031","    ","J","ug/L","0.0011","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8480","XENCO","{6536DA90-350A-47FA-A33E-581930F60C81}"
"5746","292","20100330-PD-2","Endosulfan(I)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8481","XENCO","{2CA5194C-477A-43CF-B3EB-54152AAD6134}"
"5747","292","20100330-PD-2","Endosulfan(II)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0013","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8482","XENCO","{DE8B8700-6E3B-4C25-94AD-B30DA000077A}"
"5748","292","20100330-PD-2","Endosulfan(sulfate)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0003","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8483","XENCO","{B38B0440-A098-47A6-8F3A-9C4DDB316C32}"
"5749","292","20100330-PD-2","Endrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8484","XENCO","{5FA958D6-86EB-4931-B9CE-005D75C21605}"
"5750","292","20100330-PD-2","Endrin(aldehyde)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8485","XENCO","{69D87281-C360-44F9-940C-D8084CB20B02}"
"5751","292","20100330-PD-2","Endrin(Ketone)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8486","XENCO","{E1FBDC6C-8394-47AE-A32F-D91D5FDA392A}"
"5752","292","20100330-PD-2","Lindane (gamma BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8487","XENCO","{A4C463C0-879E-4DC8-9DBF-3A34D36185A9}"
"5753","292","20100330-PD-2","Gamma(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00260",".0026","    ","J","ug/L","0.0013","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8488","XENCO","{80751CA2-B90B-49FC-A945-E7A09302CF2A}"
"5754","292","20100330-PD-2","Heptachlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8489","XENCO","{48A1E459-5BF0-4B19-BB43-22D2A2C3F4D9}"
"5755","292","20100330-PD-2","Heptachlor(epoxide)","Organochlorine Pesticides by SW-846 8081A",".00230",".0023","    ","J","ug/L","0.0003","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8490","XENCO","{E78AE4BC-1069-4E5F-83B4-4DD6A46A98EF}"
"5756","292","20100330-PD-2","Isodrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8491","XENCO","{F3DE1E36-936E-4F7D-824D-8E9980731ACE}"
"5757","292","20100330-PD-2","Methoxychlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0015","0.05","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8492","XENCO","{EB5FDA02-53A3-4622-B186-0DB6576E32CD}"
"5758","292","20100330-PD-2","Tetrachloro-m-xylene","Organochlorine Pesticides by SW-846 8081A",".10900",".109","    "," ","%","0","","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8493","XENCO","{0CDE31BB-4A3C-4A5C-8388-98629B6DFEDC}"
"5759","292","20100330-PD-2","Toxaphene","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0471","3","2010-04-01 00:00:00","paul.white","2010-10-27 00:00:00","8494","XENCO","{9E645BB2-4FA1-4DD7-9DA6-C7D2450A8D88}"
"5760","292","20100330-PD-2","Aluminum, Al","Metals per ICP by EPA 200.7",".00000","0","    ","U","mg/L","0.015","0.05","2010-04-06 00:00:00","paul.white","2010-10-27 00:00:00","8495","XENCO","{FCBCAFDD-5EF4-41FF-9261-688E0C6BF94B}"
"5761","292","20100330-PD-2","Copper, Cu","Metals per ICP by EPA 200.7",".00000","0","    ","U","mg/L","0.003","0.01","2010-04-06 00:00:00","paul.white","2010-10-27 00:00:00","4266","XENCO","{5D78E724-CC1C-4917-A8FC-BF97166B5232}"
"5762","292","20100330-PD-2","Iron, Fe","Metals per ICP by EPA 200.7",".09300",".093","    ","","mg/L","0.01","0.03","2010-04-06 00:00:00","paul.white","2010-10-27 00:00:00","4267","XENCO","{5057FC46-356C-42B8-B761-D128356ABC7B}"
"5763","292","20100330-PD-2","Potassium, K","Metals per ICP by EPA 200.7","1.58000","1.58","    ","","mg/L","0.15","0.5","2010-04-06 00:00:00","paul.white","2010-10-27 00:00:00","8496","XENCO","{5BDC17E8-4BD6-4139-A842-EE4104080D7F}"
"5764","292","20100330-PD-2","Sodium, Na","Metals per ICP by EPA 200.7","13.70000","13.7","    ","","mg/L","0.15","0.5","2010-04-06 00:00:00","paul.white","2010-10-27 00:00:00","8497","XENCO","{D800B002-E064-4F42-A76C-FBF63FC0B2B3}"
"5765","292","20100330-PD-2","Zinc, Zn","Metals per ICP by EPA 200.7",".00000","0","    ","U","mg/L","0.003","0.01","2010-04-06 00:00:00","paul.white","2010-10-27 00:00:00","8498","XENCO","{0921306B-F150-465E-9B84-C7F979B093FF}"
"5766","292","20100330-PD-2","2,4,5-T","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.234","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8499","XENCO","{718A9104-895C-4177-8282-572CC28CCB80}"
"5767","292","20100330-PD-2","2,4,5-Tp","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.095","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8500","XENCO","{5EF66E76-D34A-4FEF-B03B-3B200964008C}"
"5768","292","20100330-PD-2","2,4-Dichlorophenoxyacetic acid (2,4-D)","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.053","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8501","XENCO","{608EE7B1-2D1B-4C43-890D-D8FD24A9359A}"
"5769","292","20100330-PD-2","2,4-DB","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.164","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8502","XENCO","{B3BF9185-81C7-4248-8B5A-3F2C0D48D73D}"
"5771","292","20100330-PD-2","Dalapon","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.11","1.02","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8504","XENCO","{296DF965-8A03-4042-B925-4713A1C7AF20}"
"5772","292","20100330-PD-2","Dicamba","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.087","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8505","XENCO","{392E595C-726A-4AFC-88D3-177BE7A07F69}"
"5773","292","20100330-PD-2","Dichloroprop","Chlorinated Herbicides by SW-846 8151A",".09200",".092","    ","J","ug/L","0.078","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8506","XENCO","{C9D09E18-EA8D-40D4-AC75-480771FEFB9E}"
"5774","292","20100330-PD-2","MCPA","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","10.9","204","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8507","XENCO","{FC43B354-78DC-4378-BEEE-CFD547881B2B}"
"5775","292","20100330-PD-2","MCPP","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","11.5","204","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8508","XENCO","{07EA9C22-B636-47F9-8B77-863875A56752}"
"5776","292","20100330-PD-2","Pentachlorophenol(PCP)","Chlorinated Herbicides by SW-846 8151A",".00000","0","    ","U","ug/L","0.079","0.51","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8509","XENCO","{67A22445-9EF0-44AB-8525-C904A20AC389}"
"5778","292","20100330-PD-2","P-Ortho","Ortho-Phosphate (as P) by EPA 365.2",".00400",".004","    ","J","mg/L","0.003","1","2010-03-30 00:00:00","paul.white","2010-10-27 00:00:00","8510","XENCO","{3661628F-A142-43A6-B6A4-7B196E0B7722}"
"5779","292","20100330-PD-2","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","1.10000","1.1","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4269","XENCO","{114E6DBD-7866-4CB4-8142-A8EC0D69B2BF}"
"5780","292","20100330-PD-2","Total Phosphorus","Total Phosphorus (as P) by EPA 365.2",".01700",".017","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4273","XENCO","{7AF7D42E-C2C8-400D-AC7D-1BA9B6574A57}"
"5781","292","20100330-PD-2","COD, Chemical Oxygen Demand","COD by EPA 410.4","15.90000","15.9","    ","J","mg/L","6.7","20","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4268","XENCO","{CA07946D-FDD6-4A1A-B8EF-4526EDFDC1FB}"
"5782","292","20100330-PD-2","Ammonia","Nitrogen, Ammonia by EPA 350.3",".33100",".331","    ","","mg/L","0.079","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4264","XENCO","{CD673F79-7935-4462-89B8-D96E34B5FE8F}"
"5783","292","20100330-PD-2","TKN, Nitrogen, Kjeldalh, Total ","Nitrogen, Kjeldahl, Total (Potentiometric)",".52900",".529","    ","","mg/L","0.05","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","8511","XENCO","{CC66E757-A186-4F6B-AB39-EB80F980C043}"
"5784","292","20100330-PD-2","BOD, Biological Oxygen Demand","BOD by SM5210B","2.44000","2.44","    ","","mg/L","1.5","2","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8512","XENCO","{3B9BFB34-A693-4EF9-A58A-6DA23C656A80}"
"5785","292","20100330-PD-2","Atrazine","Organophosphorus Pesticides by SW846 8141A",".00000","0","    ","U","ug/L","0.174","0.5","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8513","XENCO","{0F161DAD-06DA-41FF-B2C6-3218E7A2B9A6}"
"5786","292","20100330-PD-2","Simazine","Organophosphorus Pesticides by SW846 8141A",".00000","0","    ","U","ug/L","0.058","0.5","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8514","XENCO","{2BDDF5FB-422A-4551-8805-30A80855C5B2}"
"5787","292","20100330-PD-2","Tributyl Phosphate","Organophosphorus Pesticides by SW846 8141A","1.37000","1.37","    "," ","%","0","","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8515","XENCO","{F1F4292F-D79B-48C2-A649-00A01CA9B014}"
"5788","292","20100330-PD-2","Triphenylphosphate","Organophosphorus Pesticides by SW846 8141A","1.40000","1.4","    "," ","%","0","","2010-04-05 00:00:00","paul.white","2010-10-27 00:00:00","8516","XENCO","{B2E286FC-C31D-4CF4-8E6A-2193BA78A0EE}"
"5789","293","20100330-PD-3","MBAS Surfactants","MBAS Surfactants by SM5540C",".00000","0","    ","U","mg/L","0.043","0.1","2010-03-31 00:00:00","paul.white","2010-10-27 00:00:00","4288","XENCO","{B5E409F8-9B01-465A-9BD6-1FB6C76798BC}"
"5790","293","20100330-PD-3","4,4-DDD","Organochlorine Pesticides by SW-846 8081A",".00090",".0009","    ","J","ug/L","0.0005","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8517","XENCO","{921DD08B-47CA-4CCC-AEC5-C1E32B1060E1}"
"5791","293","20100330-PD-3","4,4-DDE","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0004","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8518","XENCO","{5C4D87AD-DF96-42FB-8B65-FA6A387D039F}"
"5792","293","20100330-PD-3","4,4-DDT","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8519","XENCO","{4523C09C-2C48-4572-856B-60C7835B4029}"
"5793","293","20100330-PD-3","Alachlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8520","XENCO","{991D3071-3317-4C06-ACC4-F6D0580EC92F}"
"5794","293","20100330-PD-3","Aldrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8521","XENCO","{8F300D2E-D3A8-430A-A5F8-FC22EC9B932E}"
"5795","293","20100330-PD-3","Alpha(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8522","XENCO","{A648AC80-9866-410E-A5D6-4261AF90B978}"
"5796","293","20100330-PD-3","Alpha(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8523","XENCO","{0A7EA40D-5D63-42A2-9B9E-128ED7F75670}"
"5797","293","20100330-PD-3","Beta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.02","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8524","XENCO","{18A1ACBA-7E0D-4E55-9ED7-2A4F0A9E9EB7}"
"5798","293","20100330-PD-3","Chlordane","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0063","1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8525","XENCO","{2D20709F-7F10-4AC1-B120-704A8A1F8D6C}"
"5799","293","20100330-PD-3","Chlorobenzilate","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.002","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8526","XENCO","{8F13E345-F7DB-4E05-819D-87F56BA85688}"
"5800","293","20100330-PD-3","Decachlorobiphenyl","Organochlorine Pesticides by SW-846 8081A",".08800",".088","    "," ","%","0","","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8527","XENCO","{6A65482E-9ECA-4218-960F-9923FF975946}"
"5801","293","20100330-PD-3","Delta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8528","XENCO","{4ADBCC88-135B-4020-884B-3AAB7E6FACE1}"
"5802","293","20100330-PD-3","Dieldrin","Organochlorine Pesticides by SW-846 8081A",".00130",".0013","    ","J","ug/L","0.0011","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8529","XENCO","{7EAB8D39-560D-4979-9F58-38521F741567}"
"5803","293","20100330-PD-3","Endosulfan(I)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8530","XENCO","{B72111F0-976F-4511-BBC2-05DFB0C61C3C}"
"5804","293","20100330-PD-3","Endosulfan(II)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0013","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8531","XENCO","{E307D9C0-F0F7-4979-9C0A-25B03F602BCE}"
"5805","293","20100330-PD-3","Endosulfan(sulfate)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0003","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8532","XENCO","{23106524-E737-48D2-81C3-0D2CB92EE939}"
"5806","293","20100330-PD-3","Endrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8533","XENCO","{D4766F96-8193-4E32-A485-3FA38B8E034F}"
"5807","293","20100330-PD-3","Endrin(aldehyde)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8534","XENCO","{9482A08A-2B54-4CB5-83B0-7AE6EAD07441}"
"5808","293","20100330-PD-3","Endrin(Ketone)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8535","XENCO","{15BEE431-66D1-4BD2-9610-156970645A27}"
"5809","293","20100330-PD-3","Lindane (gamma BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8536","XENCO","{7A8D3722-6B5A-4454-A4A9-451B96134056}"
"5810","293","20100330-PD-3","Gamma(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00170",".0017","    ","J","ug/L","0.0013","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8537","XENCO","{9A1DEB4F-3566-4D68-A0D0-D46D29B932F6}"
"5811","293","20100330-PD-3","Heptachlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-04-02 00:00:00","paul.white","2010-10-27 00:00:00","8538","XENCO","{3433BEB5-B92F-47A2-B65B-05C61B0267BA}"
